site;code insee;période;heure;zone;comptage - entrées
Rennes les champs libres;35238;18/09/2013;15:00;RdC champs libres, rdc 3;289
Rennes les champs libres;35238;18/09/2013;15:00;RdC champs libres, rdc 4;77
Rennes les champs libres;35238;18/09/2013;15:00;RdC champs libres, rdc retour;32
Rennes les champs libres;35238;18/09/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;81
Rennes les champs libres;35238;18/09/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;15
Rennes les champs libres;35238;18/09/2013;16:00;RdC champs libres, rdc 2;14
Rennes les champs libres;35238;18/09/2013;16:00;RdC champs libres, rdc 3;281
Rennes les champs libres;35238;18/09/2013;16:00;RdC champs libres, rdc 4;89
Rennes les champs libres;35238;18/09/2013;16:00;RdC champs libres, rdc retour;30
Rennes les champs libres;35238;18/09/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;90
Rennes les champs libres;35238;18/09/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;12
Rennes les champs libres;35238;18/09/2013;17:00;RdC champs libres, rdc 2;6
Rennes les champs libres;35238;18/09/2013;17:00;RdC champs libres, rdc 3;233
Rennes les champs libres;35238;18/09/2013;17:00;RdC champs libres, rdc 4;72
Rennes les champs libres;35238;18/09/2013;17:00;RdC champs libres, rdc retour;31
Rennes les champs libres;35238;18/09/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;81
Rennes les champs libres;35238;18/09/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;6
Rennes les champs libres;35238;18/09/2013;18:00;RdC champs libres, rdc 2;3
Rennes les champs libres;35238;18/09/2013;18:00;RdC champs libres, rdc 3;161
Rennes les champs libres;35238;18/09/2013;18:00;RdC champs libres, rdc 4;41
Rennes les champs libres;35238;18/09/2013;18:00;RdC champs libres, rdc retour;13
Rennes les champs libres;35238;18/09/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;42
Rennes les champs libres;35238;19/09/2013;12:00;1er étage vie du citoyen, 1er etage vie du citoyen;5
Rennes les champs libres;35238;19/09/2013;12:00;RdC champs libres, rdc 2;1
Rennes les champs libres;35238;19/09/2013;12:00;RdC champs libres, rdc 3;126
Rennes les champs libres;35238;19/09/2013;12:00;RdC champs libres, rdc 4;28
Rennes les champs libres;35238;19/09/2013;12:00;RdC champs libres, rdc retour;17
Rennes les champs libres;35238;19/09/2013;12:00;RdC vie du citoyen, rdc vie du citoyen;63
Rennes les champs libres;35238;19/09/2013;13:00;1er étage vie du citoyen, 1er etage vie du citoyen;4
Rennes les champs libres;35238;19/09/2013;13:00;RdC champs libres, rdc 2;3
Rennes les champs libres;35238;19/09/2013;13:00;RdC champs libres, rdc 3;144
Rennes les champs libres;35238;19/09/2013;13:00;RdC champs libres, rdc 4;47
Rennes les champs libres;35238;19/09/2013;13:00;RdC champs libres, rdc retour;6
Rennes les champs libres;35238;19/09/2013;13:00;RdC vie du citoyen, rdc vie du citoyen;57
Rennes les champs libres;35238;19/09/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;10
Rennes les champs libres;35238;19/09/2013;14:00;RdC champs libres, rdc 3;189
Rennes les champs libres;35238;19/09/2013;14:00;RdC champs libres, rdc 4;48
Rennes les champs libres;35238;19/09/2013;14:00;RdC champs libres, rdc retour;14
Rennes les champs libres;35238;19/09/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;48
Rennes les champs libres;35238;19/09/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;16
Rennes les champs libres;35238;19/09/2013;15:00;RdC champs libres, rdc 2;2
Rennes les champs libres;35238;19/09/2013;15:00;RdC champs libres, rdc 3;199
Rennes les champs libres;35238;19/09/2013;15:00;RdC champs libres, rdc 4;65
Rennes les champs libres;35238;19/09/2013;15:00;RdC champs libres, rdc retour;16
Rennes les champs libres;35238;19/09/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;92
Rennes les champs libres;35238;19/09/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;22
Rennes les champs libres;35238;19/09/2013;16:00;RdC champs libres, rdc 2;7
Rennes les champs libres;35238;19/09/2013;16:00;RdC champs libres, rdc 3;185
Rennes les champs libres;35238;19/09/2013;16:00;RdC champs libres, rdc 4;45
Rennes les champs libres;35238;19/09/2013;16:00;RdC champs libres, rdc retour;14
Rennes les champs libres;35238;19/09/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;109
Rennes les champs libres;35238;19/09/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;15
Rennes les champs libres;35238;19/09/2013;17:00;RdC champs libres, rdc 2;1
Rennes les champs libres;35238;19/09/2013;17:00;RdC champs libres, rdc 3;162
Rennes les champs libres;35238;19/09/2013;17:00;RdC champs libres, rdc 4;51
Rennes les champs libres;35238;19/09/2013;17:00;RdC champs libres, rdc retour;13
Rennes les champs libres;35238;19/09/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;71
Rennes les champs libres;35238;19/09/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;6
Rennes les champs libres;35238;19/09/2013;18:00;RdC champs libres, rdc 2;8
Rennes les champs libres;35238;19/09/2013;18:00;RdC champs libres, rdc 3;114
Rennes les champs libres;35238;19/09/2013;18:00;RdC champs libres, rdc 4;22
Rennes les champs libres;35238;19/09/2013;18:00;RdC champs libres, rdc retour;8
Rennes les champs libres;35238;19/09/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;24
Rennes les champs libres;35238;20/09/2013;12:00;1er étage vie du citoyen, 1er etage vie du citoyen;8
Rennes les champs libres;35238;20/09/2013;12:00;RdC champs libres, rdc 2;2
Rennes les champs libres;35238;20/09/2013;12:00;RdC champs libres, rdc 3;103
Rennes les champs libres;35238;20/09/2013;12:00;RdC champs libres, rdc 4;22
Rennes les champs libres;35238;20/09/2013;12:00;RdC champs libres, rdc retour;7
Rennes les champs libres;35238;20/09/2013;12:00;RdC vie du citoyen, rdc vie du citoyen;37
Rennes les champs libres;35238;20/09/2013;13:00;1er étage vie du citoyen, 1er etage vie du citoyen;9
Rennes les champs libres;35238;20/09/2013;13:00;RdC champs libres, rdc 2;5
Rennes les champs libres;35238;20/09/2013;13:00;RdC champs libres, rdc 3;109
Rennes les champs libres;35238;20/09/2013;13:00;RdC champs libres, rdc 4;32
Rennes les champs libres;35238;20/09/2013;13:00;RdC champs libres, rdc retour;7
Rennes les champs libres;35238;20/09/2013;13:00;RdC vie du citoyen, rdc vie du citoyen;51
Rennes les champs libres;35238;20/09/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;13
Rennes les champs libres;35238;20/09/2013;14:00;RdC champs libres, rdc 3;157
Rennes les champs libres;35238;20/09/2013;14:00;RdC champs libres, rdc 4;48
Rennes les champs libres;35238;20/09/2013;14:00;RdC champs libres, rdc retour;13
Rennes les champs libres;35238;20/09/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;57
Rennes les champs libres;35238;20/09/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;32
Rennes les champs libres;35238;20/09/2013;15:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;20/09/2013;15:00;RdC champs libres, rdc 3;194
Rennes les champs libres;35238;20/09/2013;15:00;RdC champs libres, rdc 4;46
Rennes les champs libres;35238;20/09/2013;15:00;RdC champs libres, rdc retour;20
Rennes les champs libres;35238;20/09/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;80
Rennes les champs libres;35238;20/09/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;13
Rennes les champs libres;35238;20/09/2013;16:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;20/09/2013;16:00;RdC champs libres, rdc 3;183
Rennes les champs libres;35238;20/09/2013;16:00;RdC champs libres, rdc 4;58
Rennes les champs libres;35238;20/09/2013;16:00;RdC champs libres, rdc retour;12
Rennes les champs libres;35238;20/09/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;81
Rennes les champs libres;35238;20/09/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;16
Rennes les champs libres;35238;20/09/2013;17:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;20/09/2013;17:00;RdC champs libres, rdc 3;170
Rennes les champs libres;35238;20/09/2013;17:00;RdC champs libres, rdc 4;35
Rennes les champs libres;35238;20/09/2013;17:00;RdC champs libres, rdc retour;17
Rennes les champs libres;35238;20/09/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;55
Rennes les champs libres;35238;20/09/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;6
Rennes les champs libres;35238;20/09/2013;18:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;20/09/2013;18:00;RdC champs libres, rdc 3;94
Rennes les champs libres;35238;20/09/2013;18:00;RdC champs libres, rdc 4;21
Rennes les champs libres;35238;20/09/2013;18:00;RdC champs libres, rdc retour;11
Rennes les champs libres;35238;20/09/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;36
Rennes les champs libres;35238;21/09/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;18
Rennes les champs libres;35238;21/09/2013;14:00;RdC champs libres, rdc 2;10
Rennes les champs libres;35238;21/09/2013;14:00;RdC champs libres, rdc 3;333
Rennes les champs libres;35238;21/09/2013;14:00;RdC champs libres, rdc 4;64
Rennes les champs libres;35238;21/09/2013;14:00;RdC champs libres, rdc retour;19
Rennes les champs libres;35238;21/09/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;97
Rennes les champs libres;35238;21/09/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;19
Rennes les champs libres;35238;21/09/2013;15:00;RdC champs libres, rdc 2;10
Rennes les champs libres;35238;21/09/2013;15:00;RdC champs libres, rdc 3;327
Rennes les champs libres;35238;21/09/2013;15:00;RdC champs libres, rdc 4;72
Rennes les champs libres;35238;21/09/2013;15:00;RdC champs libres, rdc retour;36
Rennes les champs libres;35238;21/09/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;91
Rennes les champs libres;35238;21/09/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;19
Rennes les champs libres;35238;21/09/2013;16:00;RdC champs libres, rdc 2;8
Rennes les champs libres;35238;21/09/2013;16:00;RdC champs libres, rdc 3;323
Rennes les champs libres;35238;21/09/2013;16:00;RdC champs libres, rdc 4;72
Rennes les champs libres;35238;21/09/2013;16:00;RdC champs libres, rdc retour;24
Rennes les champs libres;35238;21/09/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;85
Rennes les champs libres;35238;21/09/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;21
Rennes les champs libres;35238;21/09/2013;17:00;RdC champs libres, rdc 2;6
Rennes les champs libres;35238;21/09/2013;17:00;RdC champs libres, rdc 3;305
Rennes les champs libres;35238;21/09/2013;17:00;RdC champs libres, rdc 4;73
Rennes les champs libres;35238;21/09/2013;17:00;RdC champs libres, rdc retour;40
Rennes les champs libres;35238;21/09/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;79
Rennes les champs libres;35238;21/09/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;15
Rennes les champs libres;35238;21/09/2013;18:00;RdC champs libres, rdc 2;9
Rennes les champs libres;35238;21/09/2013;18:00;RdC champs libres, rdc 3;187
Rennes les champs libres;35238;21/09/2013;18:00;RdC champs libres, rdc 4;40
Rennes les champs libres;35238;21/09/2013;18:00;RdC champs libres, rdc retour;17
Rennes les champs libres;35238;21/09/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;33
Rennes les champs libres;35238;22/09/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;22
Rennes les champs libres;35238;22/09/2013;14:00;RdC champs libres, rdc 2;6
Rennes les champs libres;35238;22/09/2013;14:00;RdC champs libres, rdc 3;338
Rennes les champs libres;35238;22/09/2013;14:00;RdC champs libres, rdc 4;47
Rennes les champs libres;35238;22/09/2013;14:00;RdC champs libres, rdc retour;15
Rennes les champs libres;35238;22/09/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;75
Rennes les champs libres;35238;22/09/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;16
Rennes les champs libres;35238;22/09/2013;15:00;RdC champs libres, rdc 2;2
Rennes les champs libres;35238;22/09/2013;15:00;RdC champs libres, rdc 3;227
Rennes les champs libres;35238;22/09/2013;15:00;RdC champs libres, rdc 4;53
Rennes les champs libres;35238;22/09/2013;15:00;RdC champs libres, rdc retour;24
Rennes les champs libres;35238;22/09/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;77
Rennes les champs libres;35238;22/09/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;22
Rennes les champs libres;35238;22/09/2013;16:00;RdC champs libres, rdc 2;5
Rennes les champs libres;35238;22/09/2013;16:00;RdC champs libres, rdc 3;260
Rennes les champs libres;35238;22/09/2013;16:00;RdC champs libres, rdc 4;53
Rennes les champs libres;35238;22/09/2013;16:00;RdC champs libres, rdc retour;33
Rennes les champs libres;35238;22/09/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;75
Rennes les champs libres;35238;22/09/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;26
Rennes les champs libres;35238;22/09/2013;17:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;22/09/2013;17:00;RdC champs libres, rdc 3;180
Rennes les champs libres;35238;22/09/2013;17:00;RdC champs libres, rdc 4;57
Rennes les champs libres;35238;22/09/2013;17:00;RdC champs libres, rdc retour;21
Rennes les champs libres;35238;22/09/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;63
Rennes les champs libres;35238;22/09/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;22
Rennes les champs libres;35238;22/09/2013;18:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;22/09/2013;18:00;RdC champs libres, rdc 3;93
Rennes les champs libres;35238;22/09/2013;18:00;RdC champs libres, rdc 4;24
Rennes les champs libres;35238;22/09/2013;18:00;RdC champs libres, rdc retour;11
Rennes les champs libres;35238;22/09/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;36
Rennes les champs libres;35238;24/09/2013;12:00;1er étage vie du citoyen, 1er etage vie du citoyen;8
Rennes les champs libres;35238;24/09/2013;12:00;RdC champs libres, rdc 2;3
Rennes les champs libres;35238;24/09/2013;12:00;RdC champs libres, rdc 3;135
Rennes les champs libres;35238;24/09/2013;12:00;RdC champs libres, rdc 4;23
Rennes les champs libres;35238;24/09/2013;12:00;RdC champs libres, rdc retour;22
Rennes les champs libres;35238;24/09/2013;12:00;RdC vie du citoyen, rdc vie du citoyen;60
Rennes les champs libres;35238;24/09/2013;13:00;1er étage vie du citoyen, 1er etage vie du citoyen;9
Rennes les champs libres;35238;24/09/2013;13:00;RdC champs libres, rdc 2;2
Rennes les champs libres;35238;24/09/2013;13:00;RdC champs libres, rdc 3;152
Rennes les champs libres;35238;24/09/2013;13:00;RdC champs libres, rdc 4;54
Rennes les champs libres;35238;24/09/2013;13:00;RdC champs libres, rdc retour;14
Rennes les champs libres;35238;24/09/2013;13:00;RdC vie du citoyen, rdc vie du citoyen;59
Rennes les champs libres;35238;24/09/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;6
Rennes les champs libres;35238;24/09/2013;14:00;RdC champs libres, rdc 2;1
Rennes les champs libres;35238;24/09/2013;14:00;RdC champs libres, rdc 3;224
Rennes les champs libres;35238;24/09/2013;14:00;RdC champs libres, rdc 4;52
Rennes les champs libres;35238;24/09/2013;14:00;RdC champs libres, rdc retour;18
Rennes les champs libres;35238;24/09/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;59
Rennes les champs libres;35238;24/09/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;9
Rennes les champs libres;35238;24/09/2013;15:00;RdC champs libres, rdc 2;6
Rennes les champs libres;35238;24/09/2013;15:00;RdC champs libres, rdc 3;181
Rennes les champs libres;35238;24/09/2013;15:00;RdC champs libres, rdc 4;38
Rennes les champs libres;35238;24/09/2013;15:00;RdC champs libres, rdc retour;16
Rennes les champs libres;35238;24/09/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;73
Rennes les champs libres;35238;24/09/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;15
Rennes les champs libres;35238;24/09/2013;16:00;RdC champs libres, rdc 2;5
Rennes les champs libres;35238;24/09/2013;16:00;RdC champs libres, rdc 3;215
Rennes les champs libres;35238;24/09/2013;16:00;RdC champs libres, rdc 4;51
Rennes les champs libres;35238;24/09/2013;16:00;RdC champs libres, rdc retour;13
Rennes les champs libres;35238;24/09/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;73
Rennes les champs libres;35238;24/09/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;9
Rennes les champs libres;35238;24/09/2013;17:00;RdC champs libres, rdc 2;6
Rennes les champs libres;35238;24/09/2013;17:00;RdC champs libres, rdc 3;223
Rennes les champs libres;35238;24/09/2013;17:00;RdC champs libres, rdc 4;59
Rennes les champs libres;35238;24/09/2013;17:00;RdC champs libres, rdc retour;20
Rennes les champs libres;35238;24/09/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;64
Rennes les champs libres;35238;24/09/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;16
Rennes les champs libres;35238;24/09/2013;18:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;24/09/2013;18:00;RdC champs libres, rdc 3;157
Rennes les champs libres;35238;24/09/2013;18:00;RdC champs libres, rdc 4;35
Rennes les champs libres;35238;24/09/2013;18:00;RdC champs libres, rdc retour;9
Rennes les champs libres;35238;24/09/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;46
Rennes les champs libres;35238;24/09/2013;19:00;1er étage vie du citoyen, 1er etage vie du citoyen;12
Rennes les champs libres;35238;24/09/2013;19:00;RdC champs libres, rdc 2;3
Rennes les champs libres;35238;24/09/2013;19:00;RdC champs libres, rdc 3;110
Rennes les champs libres;35238;24/09/2013;19:00;RdC champs libres, rdc 4;31
Rennes les champs libres;35238;24/09/2013;19:00;RdC champs libres, rdc retour;5
Rennes les champs libres;35238;24/09/2013;19:00;RdC vie du citoyen, rdc vie du citoyen;28
Rennes les champs libres;35238;24/09/2013;20:00;1er étage vie du citoyen, 1er etage vie du citoyen;10
Rennes les champs libres;35238;24/09/2013;20:00;RdC champs libres, rdc 2;2
Rennes les champs libres;35238;24/09/2013;20:00;RdC champs libres, rdc 3;36
Rennes les champs libres;35238;24/09/2013;20:00;RdC champs libres, rdc 4;13
Rennes les champs libres;35238;24/09/2013;20:00;RdC champs libres, rdc retour;7
Rennes les champs libres;35238;24/09/2013;20:00;RdC vie du citoyen, rdc vie du citoyen;9
Rennes les champs libres;35238;25/09/2013;12:00;1er étage vie du citoyen, 1er etage vie du citoyen;6
Rennes les champs libres;35238;25/09/2013;12:00;RdC champs libres, rdc 2;3
Rennes les champs libres;35238;25/09/2013;12:00;RdC champs libres, rdc 3;118
Rennes les champs libres;35238;25/09/2013;12:00;RdC champs libres, rdc 4;58
Rennes les champs libres;35238;25/09/2013;12:00;RdC champs libres, rdc retour;18
Rennes les champs libres;35238;25/09/2013;12:00;RdC vie du citoyen, rdc vie du citoyen;56
Rennes les champs libres;35238;25/09/2013;13:00;1er étage vie du citoyen, 1er etage vie du citoyen;16
Rennes les champs libres;35238;25/09/2013;13:00;RdC champs libres, rdc 2;2
Rennes les champs libres;35238;25/09/2013;13:00;RdC champs libres, rdc 3;168
Rennes les champs libres;35238;25/09/2013;13:00;RdC champs libres, rdc 4;38
Rennes les champs libres;35238;25/09/2013;13:00;RdC champs libres, rdc retour;15
Rennes les champs libres;35238;25/09/2013;13:00;RdC vie du citoyen, rdc vie du citoyen;53
Rennes les champs libres;35238;25/09/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;21
Rennes les champs libres;35238;25/09/2013;14:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;25/09/2013;14:00;RdC champs libres, rdc 3;252
Rennes les champs libres;35238;25/09/2013;14:00;RdC champs libres, rdc 4;58
Rennes les champs libres;35238;25/09/2013;14:00;RdC champs libres, rdc retour;21
Rennes les champs libres;35238;25/09/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;82
Rennes les champs libres;35238;25/09/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;14
Rennes les champs libres;35238;25/09/2013;15:00;RdC champs libres, rdc 2;6
Rennes les champs libres;35238;25/09/2013;15:00;RdC champs libres, rdc 3;279
Rennes les champs libres;35238;25/09/2013;15:00;RdC champs libres, rdc 4;45
Rennes les champs libres;35238;25/09/2013;15:00;RdC champs libres, rdc retour;40
Rennes les champs libres;35238;25/09/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;94
Rennes les champs libres;35238;25/09/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;22
Rennes les champs libres;35238;25/09/2013;16:00;RdC champs libres, rdc 2;11
Rennes les champs libres;35238;25/09/2013;16:00;RdC champs libres, rdc 3;243
Rennes les champs libres;35238;25/09/2013;16:00;RdC champs libres, rdc 4;64
Rennes les champs libres;35238;25/09/2013;16:00;RdC champs libres, rdc retour;22
Rennes les champs libres;35238;25/09/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;91
Rennes les champs libres;35238;25/09/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;9
Rennes les champs libres;35238;25/09/2013;17:00;RdC champs libres, rdc 2;6
Rennes les champs libres;35238;25/09/2013;17:00;RdC champs libres, rdc 3;220
Rennes les champs libres;35238;25/09/2013;17:00;RdC champs libres, rdc 4;53
Rennes les champs libres;35238;25/09/2013;17:00;RdC champs libres, rdc retour;32
Rennes les champs libres;35238;25/09/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;76
Rennes les champs libres;35238;25/09/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;10
Rennes les champs libres;35238;25/09/2013;18:00;RdC champs libres, rdc 2;5
Rennes les champs libres;35238;25/09/2013;18:00;RdC champs libres, rdc 3;145
Rennes les champs libres;35238;25/09/2013;18:00;RdC champs libres, rdc 4;21
Rennes les champs libres;35238;25/09/2013;18:00;RdC champs libres, rdc retour;10
Rennes les champs libres;35238;25/09/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;20
Rennes les champs libres;35238;26/09/2013;12:00;1er étage vie du citoyen, 1er etage vie du citoyen;5
Rennes les champs libres;35238;26/09/2013;12:00;RdC champs libres, rdc 2;6
Rennes les champs libres;35238;26/09/2013;12:00;RdC champs libres, rdc 3;154
Rennes les champs libres;35238;26/09/2013;12:00;RdC champs libres, rdc 4;56
Rennes les champs libres;35238;26/09/2013;12:00;RdC champs libres, rdc retour;11
Rennes les champs libres;35238;26/09/2013;12:00;RdC vie du citoyen, rdc vie du citoyen;76
Rennes les champs libres;35238;26/09/2013;13:00;1er étage vie du citoyen, 1er etage vie du citoyen;11
Rennes les champs libres;35238;26/09/2013;13:00;RdC champs libres, rdc 2;2
Rennes les champs libres;35238;26/09/2013;13:00;RdC champs libres, rdc 3;137
Rennes les champs libres;35238;26/09/2013;13:00;RdC champs libres, rdc 4;48
Rennes les champs libres;35238;26/09/2013;13:00;RdC champs libres, rdc retour;9
Rennes les champs libres;35238;26/09/2013;13:00;RdC vie du citoyen, rdc vie du citoyen;59
Rennes les champs libres;35238;26/09/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;8
Rennes les champs libres;35238;26/09/2013;14:00;RdC champs libres, rdc 2;5
Rennes les champs libres;35238;26/09/2013;14:00;RdC champs libres, rdc 3;210
Rennes les champs libres;35238;26/09/2013;14:00;RdC champs libres, rdc 4;65
Rennes les champs libres;35238;26/09/2013;14:00;RdC champs libres, rdc retour;19
Rennes les champs libres;35238;26/09/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;76
Rennes les champs libres;35238;26/09/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;14
Rennes les champs libres;35238;26/09/2013;15:00;RdC champs libres, rdc 2;3
Rennes les champs libres;35238;26/09/2013;15:00;RdC champs libres, rdc 3;228
Rennes les champs libres;35238;26/09/2013;15:00;RdC champs libres, rdc 4;69
Rennes les champs libres;35238;26/09/2013;15:00;RdC champs libres, rdc retour;17
Rennes les champs libres;35238;26/09/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;92
Rennes les champs libres;35238;26/09/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;13
Rennes les champs libres;35238;26/09/2013;16:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;26/09/2013;16:00;RdC champs libres, rdc 3;174
Rennes les champs libres;35238;26/09/2013;16:00;RdC champs libres, rdc 4;48
Rennes les champs libres;35238;26/09/2013;16:00;RdC champs libres, rdc retour;22
Rennes les champs libres;35238;26/09/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;70
Rennes les champs libres;35238;26/09/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;21
Rennes les champs libres;35238;26/09/2013;17:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;26/09/2013;17:00;RdC champs libres, rdc 3;176
Rennes les champs libres;35238;26/09/2013;17:00;RdC champs libres, rdc 4;45
Rennes les champs libres;35238;26/09/2013;17:00;RdC champs libres, rdc retour;18
Rennes les champs libres;35238;26/09/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;58
Rennes les champs libres;35238;26/09/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;12
Rennes les champs libres;35238;26/09/2013;18:00;RdC champs libres, rdc 2;14
Rennes les champs libres;35238;26/09/2013;18:00;RdC champs libres, rdc 3;112
Rennes les champs libres;35238;26/09/2013;18:00;RdC champs libres, rdc 4;34
Rennes les champs libres;35238;26/09/2013;18:00;RdC champs libres, rdc retour;6
Rennes les champs libres;35238;26/09/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;48
Rennes les champs libres;35238;26/09/2013;20:00;RdC champs libres, rdc 2;2
Rennes les champs libres;35238;26/09/2013;20:00;RdC champs libres, rdc 3;50
Rennes les champs libres;35238;26/09/2013;20:00;RdC champs libres, rdc 4;23
Rennes les champs libres;35238;26/09/2013;20:00;RdC champs libres, rdc retour;2
Rennes les champs libres;35238;26/09/2013;21:00;RdC champs libres, rdc 3;216
Rennes les champs libres;35238;26/09/2013;21:00;RdC champs libres, rdc 4;93
Rennes les champs libres;35238;26/09/2013;22:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;26/09/2013;22:00;RdC champs libres, rdc 3;86
Rennes les champs libres;35238;26/09/2013;22:00;RdC champs libres, rdc 4;53
Rennes les champs libres;35238;26/09/2013;22:00;RdC champs libres, rdc retour;2
Rennes les champs libres;35238;27/09/2013;12:00;1er étage vie du citoyen, 1er etage vie du citoyen;8
Rennes les champs libres;35238;27/09/2013;12:00;RdC champs libres, rdc 2;3
Rennes les champs libres;35238;27/09/2013;12:00;RdC champs libres, rdc 3;105
Rennes les champs libres;35238;27/09/2013;12:00;RdC champs libres, rdc 4;26
Rennes les champs libres;35238;27/09/2013;12:00;RdC champs libres, rdc retour;2
Rennes les champs libres;35238;27/09/2013;12:00;RdC vie du citoyen, rdc vie du citoyen;57
Rennes les champs libres;35238;27/09/2013;13:00;1er étage vie du citoyen, 1er etage vie du citoyen;6
Rennes les champs libres;35238;27/09/2013;13:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;27/09/2013;13:00;RdC champs libres, rdc 3;122
Rennes les champs libres;35238;27/09/2013;13:00;RdC champs libres, rdc 4;39
Rennes les champs libres;35238;27/09/2013;13:00;RdC champs libres, rdc retour;9
Rennes les champs libres;35238;27/09/2013;13:00;RdC vie du citoyen, rdc vie du citoyen;50
