site;code insee;période;heure;zone;comptage - entrées
Rennes les champs libres;35238;14/03/2013;13:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;14/03/2013;13:00;RdC champs libres, rdc 3;152
Rennes les champs libres;35238;14/03/2013;13:00;RdC champs libres, rdc 4;66
Rennes les champs libres;35238;14/03/2013;13:00;RdC champs libres, rdc retour;9
Rennes les champs libres;35238;14/03/2013;13:00;RdC vie du citoyen, rdc vie du citoyen;58
Rennes les champs libres;35238;14/03/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;12
Rennes les champs libres;35238;14/03/2013;14:00;RdC champs libres, rdc 2;1
Rennes les champs libres;35238;14/03/2013;14:00;RdC champs libres, rdc 3;194
Rennes les champs libres;35238;14/03/2013;14:00;RdC champs libres, rdc 4;67
Rennes les champs libres;35238;14/03/2013;14:00;RdC champs libres, rdc retour;13
Rennes les champs libres;35238;14/03/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;128
Rennes les champs libres;35238;14/03/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;17
Rennes les champs libres;35238;14/03/2013;15:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;14/03/2013;15:00;RdC champs libres, rdc 3;182
Rennes les champs libres;35238;14/03/2013;15:00;RdC champs libres, rdc 4;83
Rennes les champs libres;35238;14/03/2013;15:00;RdC champs libres, rdc retour;14
Rennes les champs libres;35238;14/03/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;92
Rennes les champs libres;35238;14/03/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;12
Rennes les champs libres;35238;14/03/2013;16:00;RdC champs libres, rdc 2;5
Rennes les champs libres;35238;14/03/2013;16:00;RdC champs libres, rdc 3;189
Rennes les champs libres;35238;14/03/2013;16:00;RdC champs libres, rdc 4;74
Rennes les champs libres;35238;14/03/2013;16:00;RdC champs libres, rdc retour;6
Rennes les champs libres;35238;14/03/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;104
Rennes les champs libres;35238;14/03/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;23
Rennes les champs libres;35238;14/03/2013;17:00;RdC champs libres, rdc 2;6
Rennes les champs libres;35238;14/03/2013;17:00;RdC champs libres, rdc 3;195
Rennes les champs libres;35238;14/03/2013;17:00;RdC champs libres, rdc 4;50
Rennes les champs libres;35238;14/03/2013;17:00;RdC champs libres, rdc retour;9
Rennes les champs libres;35238;14/03/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;81
Rennes les champs libres;35238;14/03/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;12
Rennes les champs libres;35238;14/03/2013;18:00;RdC champs libres, rdc 2;6
Rennes les champs libres;35238;14/03/2013;18:00;RdC champs libres, rdc 3;105
Rennes les champs libres;35238;14/03/2013;18:00;RdC champs libres, rdc 4;40
Rennes les champs libres;35238;14/03/2013;18:00;RdC champs libres, rdc retour;6
Rennes les champs libres;35238;14/03/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;69
Rennes les champs libres;35238;15/03/2013;12:00;1er étage vie du citoyen, 1er etage vie du citoyen;5
Rennes les champs libres;35238;15/03/2013;12:00;RdC champs libres, rdc 2;3
Rennes les champs libres;35238;15/03/2013;12:00;RdC champs libres, rdc 3;107
Rennes les champs libres;35238;15/03/2013;12:00;RdC champs libres, rdc 4;51
Rennes les champs libres;35238;15/03/2013;12:00;RdC champs libres, rdc retour;18
Rennes les champs libres;35238;15/03/2013;12:00;RdC vie du citoyen, rdc vie du citoyen;51
Rennes les champs libres;35238;15/03/2013;13:00;1er étage vie du citoyen, 1er etage vie du citoyen;14
Rennes les champs libres;35238;15/03/2013;13:00;RdC champs libres, rdc 2;5
Rennes les champs libres;35238;15/03/2013;13:00;RdC champs libres, rdc 3;126
Rennes les champs libres;35238;15/03/2013;13:00;RdC champs libres, rdc 4;74
Rennes les champs libres;35238;15/03/2013;13:00;RdC champs libres, rdc retour;10
Rennes les champs libres;35238;15/03/2013;13:00;RdC vie du citoyen, rdc vie du citoyen;62
Rennes les champs libres;35238;15/03/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;22
Rennes les champs libres;35238;15/03/2013;14:00;RdC champs libres, rdc 2;3
Rennes les champs libres;35238;15/03/2013;14:00;RdC champs libres, rdc 3;186
Rennes les champs libres;35238;15/03/2013;14:00;RdC champs libres, rdc 4;67
Rennes les champs libres;35238;15/03/2013;14:00;RdC champs libres, rdc retour;11
Rennes les champs libres;35238;15/03/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;81
Rennes les champs libres;35238;15/03/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;30
Rennes les champs libres;35238;15/03/2013;15:00;RdC champs libres, rdc 2;7
Rennes les champs libres;35238;15/03/2013;15:00;RdC champs libres, rdc 3;238
Rennes les champs libres;35238;15/03/2013;15:00;RdC champs libres, rdc 4;58
Rennes les champs libres;35238;15/03/2013;15:00;RdC champs libres, rdc retour;9
Rennes les champs libres;35238;15/03/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;85
Rennes les champs libres;35238;15/03/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;19
Rennes les champs libres;35238;15/03/2013;16:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;15/03/2013;16:00;RdC champs libres, rdc 3;186
Rennes les champs libres;35238;15/03/2013;16:00;RdC champs libres, rdc 4;84
Rennes les champs libres;35238;15/03/2013;16:00;RdC champs libres, rdc retour;6
Rennes les champs libres;35238;15/03/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;71
Rennes les champs libres;35238;15/03/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;19
Rennes les champs libres;35238;15/03/2013;17:00;RdC champs libres, rdc 2;9
Rennes les champs libres;35238;15/03/2013;17:00;RdC champs libres, rdc 3;192
Rennes les champs libres;35238;15/03/2013;17:00;RdC champs libres, rdc 4;78
Rennes les champs libres;35238;15/03/2013;17:00;RdC champs libres, rdc retour;17
Rennes les champs libres;35238;15/03/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;109
Rennes les champs libres;35238;15/03/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;10
Rennes les champs libres;35238;15/03/2013;18:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;15/03/2013;18:00;RdC champs libres, rdc 3;113
Rennes les champs libres;35238;15/03/2013;18:00;RdC champs libres, rdc 4;44
Rennes les champs libres;35238;15/03/2013;18:00;RdC champs libres, rdc retour;9
Rennes les champs libres;35238;15/03/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;51
Rennes les champs libres;35238;16/03/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;34
Rennes les champs libres;35238;16/03/2013;14:00;RdC champs libres, rdc 2;5
Rennes les champs libres;35238;16/03/2013;14:00;RdC champs libres, rdc 3;417
Rennes les champs libres;35238;16/03/2013;14:00;RdC champs libres, rdc 4;83
Rennes les champs libres;35238;16/03/2013;14:00;RdC champs libres, rdc retour;21
Rennes les champs libres;35238;16/03/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;148
Rennes les champs libres;35238;16/03/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;15
Rennes les champs libres;35238;16/03/2013;15:00;RdC champs libres, rdc 2;6
Rennes les champs libres;35238;16/03/2013;15:00;RdC champs libres, rdc 3;351
Rennes les champs libres;35238;16/03/2013;15:00;RdC champs libres, rdc 4;118
Rennes les champs libres;35238;16/03/2013;15:00;RdC champs libres, rdc retour;32
Rennes les champs libres;35238;16/03/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;132
Rennes les champs libres;35238;16/03/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;33
Rennes les champs libres;35238;16/03/2013;16:00;RdC champs libres, rdc 2;10
Rennes les champs libres;35238;16/03/2013;16:00;RdC champs libres, rdc 3;413
Rennes les champs libres;35238;16/03/2013;16:00;RdC champs libres, rdc 4;113
Rennes les champs libres;35238;16/03/2013;16:00;RdC champs libres, rdc retour;43
Rennes les champs libres;35238;16/03/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;127
Rennes les champs libres;35238;16/03/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;24
Rennes les champs libres;35238;16/03/2013;17:00;RdC champs libres, rdc 2;14
Rennes les champs libres;35238;16/03/2013;17:00;RdC champs libres, rdc 3;332
Rennes les champs libres;35238;16/03/2013;17:00;RdC champs libres, rdc 4;124
Rennes les champs libres;35238;16/03/2013;17:00;RdC champs libres, rdc retour;37
Rennes les champs libres;35238;16/03/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;123
Rennes les champs libres;35238;16/03/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;16
Rennes les champs libres;35238;16/03/2013;18:00;RdC champs libres, rdc 2;12
Rennes les champs libres;35238;16/03/2013;18:00;RdC champs libres, rdc 3;183
Rennes les champs libres;35238;16/03/2013;18:00;RdC champs libres, rdc 4;54
Rennes les champs libres;35238;16/03/2013;18:00;RdC champs libres, rdc retour;22
Rennes les champs libres;35238;16/03/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;67
Rennes les champs libres;35238;17/03/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;57
Rennes les champs libres;35238;17/03/2013;14:00;RdC champs libres, rdc 2;5
Rennes les champs libres;35238;17/03/2013;14:00;RdC champs libres, rdc 3;493
Rennes les champs libres;35238;17/03/2013;14:00;RdC champs libres, rdc 4;122
Rennes les champs libres;35238;17/03/2013;14:00;RdC champs libres, rdc retour;31
Rennes les champs libres;35238;17/03/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;226
Rennes les champs libres;35238;17/03/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;34
Rennes les champs libres;35238;17/03/2013;15:00;RdC champs libres, rdc 2;14
Rennes les champs libres;35238;17/03/2013;15:00;RdC champs libres, rdc 3;397
Rennes les champs libres;35238;17/03/2013;15:00;RdC champs libres, rdc 4;175
Rennes les champs libres;35238;17/03/2013;15:00;RdC champs libres, rdc retour;46
Rennes les champs libres;35238;17/03/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;226
Rennes les champs libres;35238;17/03/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;39
Rennes les champs libres;35238;17/03/2013;16:00;RdC champs libres, rdc 2;13
Rennes les champs libres;35238;17/03/2013;16:00;RdC champs libres, rdc 3;422
Rennes les champs libres;35238;17/03/2013;16:00;RdC champs libres, rdc 4;184
Rennes les champs libres;35238;17/03/2013;16:00;RdC champs libres, rdc retour;56
Rennes les champs libres;35238;17/03/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;162
Rennes les champs libres;35238;17/03/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;36
Rennes les champs libres;35238;17/03/2013;17:00;RdC champs libres, rdc 2;29
Rennes les champs libres;35238;17/03/2013;17:00;RdC champs libres, rdc 3;381
Rennes les champs libres;35238;17/03/2013;17:00;RdC champs libres, rdc 4;146
Rennes les champs libres;35238;17/03/2013;17:00;RdC champs libres, rdc retour;45
Rennes les champs libres;35238;17/03/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;177
Rennes les champs libres;35238;17/03/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;24
Rennes les champs libres;35238;17/03/2013;18:00;RdC champs libres, rdc 2;7
Rennes les champs libres;35238;17/03/2013;18:00;RdC champs libres, rdc 3;213
Rennes les champs libres;35238;17/03/2013;18:00;RdC champs libres, rdc 4;89
Rennes les champs libres;35238;17/03/2013;18:00;RdC champs libres, rdc retour;31
Rennes les champs libres;35238;17/03/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;92
Rennes les champs libres;35238;19/03/2013;12:00;1er étage vie du citoyen, 1er etage vie du citoyen;9
Rennes les champs libres;35238;19/03/2013;12:00;RdC champs libres, rdc 2;7
Rennes les champs libres;35238;19/03/2013;12:00;RdC champs libres, rdc 3;204
Rennes les champs libres;35238;19/03/2013;12:00;RdC champs libres, rdc 4;51
Rennes les champs libres;35238;19/03/2013;12:00;RdC champs libres, rdc retour;18
Rennes les champs libres;35238;19/03/2013;12:00;RdC vie du citoyen, rdc vie du citoyen;88
Rennes les champs libres;35238;19/03/2013;13:00;1er étage vie du citoyen, 1er etage vie du citoyen;16
Rennes les champs libres;35238;19/03/2013;13:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;19/03/2013;13:00;RdC champs libres, rdc 3;210
Rennes les champs libres;35238;19/03/2013;13:00;RdC champs libres, rdc 4;37
Rennes les champs libres;35238;19/03/2013;13:00;RdC champs libres, rdc retour;11
Rennes les champs libres;35238;19/03/2013;13:00;RdC vie du citoyen, rdc vie du citoyen;68
Rennes les champs libres;35238;19/03/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;16
Rennes les champs libres;35238;19/03/2013;14:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;19/03/2013;14:00;RdC champs libres, rdc 3;278
Rennes les champs libres;35238;19/03/2013;14:00;RdC champs libres, rdc 4;57
Rennes les champs libres;35238;19/03/2013;14:00;RdC champs libres, rdc retour;33
Rennes les champs libres;35238;19/03/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;79
Rennes les champs libres;35238;19/03/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;21
Rennes les champs libres;35238;19/03/2013;15:00;RdC champs libres, rdc 2;6
Rennes les champs libres;35238;19/03/2013;15:00;RdC champs libres, rdc 3;261
Rennes les champs libres;35238;19/03/2013;15:00;RdC champs libres, rdc 4;76
Rennes les champs libres;35238;19/03/2013;15:00;RdC champs libres, rdc retour;28
Rennes les champs libres;35238;19/03/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;112
Rennes les champs libres;35238;19/03/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;30
Rennes les champs libres;35238;19/03/2013;16:00;RdC champs libres, rdc 2;9
Rennes les champs libres;35238;19/03/2013;16:00;RdC champs libres, rdc 3;302
Rennes les champs libres;35238;19/03/2013;16:00;RdC champs libres, rdc 4;82
Rennes les champs libres;35238;19/03/2013;16:00;RdC champs libres, rdc retour;22
Rennes les champs libres;35238;19/03/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;127
Rennes les champs libres;35238;19/03/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;26
Rennes les champs libres;35238;19/03/2013;17:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;19/03/2013;17:00;RdC champs libres, rdc 3;273
Rennes les champs libres;35238;19/03/2013;17:00;RdC champs libres, rdc 4;90
Rennes les champs libres;35238;19/03/2013;17:00;RdC champs libres, rdc retour;18
Rennes les champs libres;35238;19/03/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;131
Rennes les champs libres;35238;19/03/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;18
Rennes les champs libres;35238;19/03/2013;18:00;RdC champs libres, rdc 2;7
Rennes les champs libres;35238;19/03/2013;18:00;RdC champs libres, rdc 3;202
Rennes les champs libres;35238;19/03/2013;18:00;RdC champs libres, rdc 4;70
Rennes les champs libres;35238;19/03/2013;18:00;RdC champs libres, rdc retour;9
Rennes les champs libres;35238;19/03/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;108
Rennes les champs libres;35238;19/03/2013;19:00;1er étage vie du citoyen, 1er etage vie du citoyen;12
Rennes les champs libres;35238;19/03/2013;19:00;RdC champs libres, rdc 2;3
Rennes les champs libres;35238;19/03/2013;19:00;RdC champs libres, rdc 3;141
Rennes les champs libres;35238;19/03/2013;19:00;RdC champs libres, rdc 4;49
Rennes les champs libres;35238;19/03/2013;19:00;RdC champs libres, rdc retour;8
Rennes les champs libres;35238;19/03/2013;19:00;RdC vie du citoyen, rdc vie du citoyen;47
Rennes les champs libres;35238;19/03/2013;20:00;1er étage vie du citoyen, 1er etage vie du citoyen;10
Rennes les champs libres;35238;19/03/2013;20:00;RdC champs libres, rdc 2;5
Rennes les champs libres;35238;19/03/2013;20:00;RdC champs libres, rdc 3;36
Rennes les champs libres;35238;19/03/2013;20:00;RdC champs libres, rdc 4;21
Rennes les champs libres;35238;19/03/2013;20:00;RdC champs libres, rdc retour;4
Rennes les champs libres;35238;19/03/2013;20:00;RdC vie du citoyen, rdc vie du citoyen;20
Rennes les champs libres;35238;20/03/2013;12:00;1er étage vie du citoyen, 1er etage vie du citoyen;9
Rennes les champs libres;35238;20/03/2013;12:00;RdC champs libres, rdc 2;14
Rennes les champs libres;35238;20/03/2013;12:00;RdC champs libres, rdc 3;183
Rennes les champs libres;35238;20/03/2013;12:00;RdC champs libres, rdc 4;51
Rennes les champs libres;35238;20/03/2013;12:00;RdC champs libres, rdc retour;20
Rennes les champs libres;35238;20/03/2013;12:00;RdC vie du citoyen, rdc vie du citoyen;93
Rennes les champs libres;35238;20/03/2013;13:00;1er étage vie du citoyen, 1er etage vie du citoyen;10
Rennes les champs libres;35238;20/03/2013;13:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;20/03/2013;13:00;RdC champs libres, rdc 3;228
Rennes les champs libres;35238;20/03/2013;13:00;RdC champs libres, rdc 4;75
Rennes les champs libres;35238;20/03/2013;13:00;RdC champs libres, rdc retour;11
Rennes les champs libres;35238;20/03/2013;13:00;RdC vie du citoyen, rdc vie du citoyen;91
Rennes les champs libres;35238;20/03/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;16
Rennes les champs libres;35238;20/03/2013;14:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;20/03/2013;14:00;RdC champs libres, rdc 3;311
Rennes les champs libres;35238;20/03/2013;14:00;RdC champs libres, rdc 4;90
Rennes les champs libres;35238;20/03/2013;14:00;RdC champs libres, rdc retour;22
Rennes les champs libres;35238;20/03/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;126
Rennes les champs libres;35238;20/03/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;11
Rennes les champs libres;35238;20/03/2013;15:00;RdC champs libres, rdc 2;8
Rennes les champs libres;35238;20/03/2013;15:00;RdC champs libres, rdc 3;282
Rennes les champs libres;35238;20/03/2013;15:00;RdC champs libres, rdc 4;99
Rennes les champs libres;35238;20/03/2013;15:00;RdC champs libres, rdc retour;20
Rennes les champs libres;35238;20/03/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;123
Rennes les champs libres;35238;20/03/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;17
Rennes les champs libres;35238;20/03/2013;16:00;RdC champs libres, rdc 2;7
Rennes les champs libres;35238;20/03/2013;16:00;RdC champs libres, rdc 3;274
Rennes les champs libres;35238;20/03/2013;16:00;RdC champs libres, rdc 4;63
Rennes les champs libres;35238;20/03/2013;16:00;RdC champs libres, rdc retour;17
Rennes les champs libres;35238;20/03/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;95
Rennes les champs libres;35238;20/03/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;17
Rennes les champs libres;35238;20/03/2013;17:00;RdC champs libres, rdc 2;6
Rennes les champs libres;35238;20/03/2013;17:00;RdC champs libres, rdc 3;226
Rennes les champs libres;35238;20/03/2013;17:00;RdC champs libres, rdc 4;64
Rennes les champs libres;35238;20/03/2013;17:00;RdC champs libres, rdc retour;23
Rennes les champs libres;35238;20/03/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;103
Rennes les champs libres;35238;20/03/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;5
Rennes les champs libres;35238;20/03/2013;18:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;20/03/2013;18:00;RdC champs libres, rdc 3;24
Rennes les champs libres;35238;20/03/2013;18:00;RdC champs libres, rdc 4;19
Rennes les champs libres;35238;20/03/2013;18:00;RdC champs libres, rdc retour;5
Rennes les champs libres;35238;20/03/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;27
Rennes les champs libres;35238;21/03/2013;12:00;1er étage vie du citoyen, 1er etage vie du citoyen;9
Rennes les champs libres;35238;21/03/2013;12:00;RdC champs libres, rdc 2;11
Rennes les champs libres;35238;21/03/2013;12:00;RdC champs libres, rdc 3;140
Rennes les champs libres;35238;21/03/2013;12:00;RdC champs libres, rdc 4;53
Rennes les champs libres;35238;21/03/2013;12:00;RdC champs libres, rdc retour;9
Rennes les champs libres;35238;21/03/2013;12:00;RdC vie du citoyen, rdc vie du citoyen;75
Rennes les champs libres;35238;21/03/2013;13:00;1er étage vie du citoyen, 1er etage vie du citoyen;10
Rennes les champs libres;35238;21/03/2013;13:00;RdC champs libres, rdc 2;3
Rennes les champs libres;35238;21/03/2013;13:00;RdC champs libres, rdc 3;169
Rennes les champs libres;35238;21/03/2013;13:00;RdC champs libres, rdc 4;55
Rennes les champs libres;35238;21/03/2013;13:00;RdC champs libres, rdc retour;16
Rennes les champs libres;35238;21/03/2013;13:00;RdC vie du citoyen, rdc vie du citoyen;70
Rennes les champs libres;35238;21/03/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;18
Rennes les champs libres;35238;21/03/2013;14:00;RdC champs libres, rdc 2;3
Rennes les champs libres;35238;21/03/2013;14:00;RdC champs libres, rdc 3;202
Rennes les champs libres;35238;21/03/2013;14:00;RdC champs libres, rdc 4;57
Rennes les champs libres;35238;21/03/2013;14:00;RdC champs libres, rdc retour;6
Rennes les champs libres;35238;21/03/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;86
Rennes les champs libres;35238;21/03/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;14
Rennes les champs libres;35238;21/03/2013;15:00;RdC champs libres, rdc 2;2
Rennes les champs libres;35238;21/03/2013;15:00;RdC champs libres, rdc 3;180
Rennes les champs libres;35238;21/03/2013;15:00;RdC champs libres, rdc 4;63
Rennes les champs libres;35238;21/03/2013;15:00;RdC champs libres, rdc retour;13
Rennes les champs libres;35238;21/03/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;79
Rennes les champs libres;35238;21/03/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;20
Rennes les champs libres;35238;21/03/2013;16:00;RdC champs libres, rdc 2;3
Rennes les champs libres;35238;21/03/2013;16:00;RdC champs libres, rdc 3;171
Rennes les champs libres;35238;21/03/2013;16:00;RdC champs libres, rdc 4;67
Rennes les champs libres;35238;21/03/2013;16:00;RdC champs libres, rdc retour;21
Rennes les champs libres;35238;21/03/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;95
Rennes les champs libres;35238;21/03/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;18
Rennes les champs libres;35238;21/03/2013;17:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;21/03/2013;17:00;RdC champs libres, rdc 3;168
Rennes les champs libres;35238;21/03/2013;17:00;RdC champs libres, rdc 4;69
Rennes les champs libres;35238;21/03/2013;17:00;RdC champs libres, rdc retour;16
Rennes les champs libres;35238;21/03/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;108
Rennes les champs libres;35238;21/03/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;15
Rennes les champs libres;35238;21/03/2013;18:00;RdC champs libres, rdc 2;8
Rennes les champs libres;35238;21/03/2013;18:00;RdC champs libres, rdc 3;120
Rennes les champs libres;35238;21/03/2013;18:00;RdC champs libres, rdc 4;53
Rennes les champs libres;35238;21/03/2013;18:00;RdC champs libres, rdc retour;11
Rennes les champs libres;35238;21/03/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;51
Rennes les champs libres;35238;22/03/2013;12:00;1er étage vie du citoyen, 1er etage vie du citoyen;16
Rennes les champs libres;35238;22/03/2013;12:00;RdC champs libres, rdc 2;7
Rennes les champs libres;35238;22/03/2013;12:00;RdC champs libres, rdc 3;182
Rennes les champs libres;35238;22/03/2013;12:00;RdC champs libres, rdc 4;34
Rennes les champs libres;35238;22/03/2013;12:00;RdC champs libres, rdc retour;17
Rennes les champs libres;35238;22/03/2013;12:00;RdC vie du citoyen, rdc vie du citoyen;86
Rennes les champs libres;35238;22/03/2013;13:00;1er étage vie du citoyen, 1er etage vie du citoyen;10
Rennes les champs libres;35238;22/03/2013;13:00;RdC champs libres, rdc 2;1
Rennes les champs libres;35238;22/03/2013;13:00;RdC champs libres, rdc 3;110
Rennes les champs libres;35238;22/03/2013;13:00;RdC champs libres, rdc 4;37
Rennes les champs libres;35238;22/03/2013;13:00;RdC champs libres, rdc retour;9
Rennes les champs libres;35238;22/03/2013;13:00;RdC vie du citoyen, rdc vie du citoyen;64
Rennes les champs libres;35238;22/03/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;36
Rennes les champs libres;35238;22/03/2013;14:00;RdC champs libres, rdc 2;2
Rennes les champs libres;35238;22/03/2013;14:00;RdC champs libres, rdc 3;190
Rennes les champs libres;35238;22/03/2013;14:00;RdC champs libres, rdc 4;57
Rennes les champs libres;35238;22/03/2013;14:00;RdC champs libres, rdc retour;11
Rennes les champs libres;35238;22/03/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;101
Rennes les champs libres;35238;22/03/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;63
Rennes les champs libres;35238;22/03/2013;15:00;RdC champs libres, rdc 2;6
Rennes les champs libres;35238;22/03/2013;15:00;RdC champs libres, rdc 3;190
Rennes les champs libres;35238;22/03/2013;15:00;RdC champs libres, rdc 4;78
Rennes les champs libres;35238;22/03/2013;15:00;RdC champs libres, rdc retour;22
Rennes les champs libres;35238;22/03/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;97
Rennes les champs libres;35238;22/03/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;41
Rennes les champs libres;35238;22/03/2013;16:00;RdC champs libres, rdc 2;6
Rennes les champs libres;35238;22/03/2013;16:00;RdC champs libres, rdc 3;238
Rennes les champs libres;35238;22/03/2013;16:00;RdC champs libres, rdc 4;74
Rennes les champs libres;35238;22/03/2013;16:00;RdC champs libres, rdc retour;11
Rennes les champs libres;35238;22/03/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;108
Rennes les champs libres;35238;22/03/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;43
Rennes les champs libres;35238;22/03/2013;17:00;RdC champs libres, rdc 2;5
Rennes les champs libres;35238;22/03/2013;17:00;RdC champs libres, rdc 3;210
Rennes les champs libres;35238;22/03/2013;17:00;RdC champs libres, rdc 4;80
Rennes les champs libres;35238;22/03/2013;17:00;RdC champs libres, rdc retour;14
Rennes les champs libres;35238;22/03/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;91
Rennes les champs libres;35238;22/03/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;21
Rennes les champs libres;35238;22/03/2013;18:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;22/03/2013;18:00;RdC champs libres, rdc 3;122
Rennes les champs libres;35238;22/03/2013;18:00;RdC champs libres, rdc 4;41
Rennes les champs libres;35238;22/03/2013;18:00;RdC champs libres, rdc retour;15
Rennes les champs libres;35238;22/03/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;49
Rennes les champs libres;35238;23/03/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;38
Rennes les champs libres;35238;23/03/2013;14:00;RdC champs libres, rdc 2;6
Rennes les champs libres;35238;23/03/2013;14:00;RdC champs libres, rdc 3;445
Rennes les champs libres;35238;23/03/2013;14:00;RdC champs libres, rdc 4;103
Rennes les champs libres;35238;23/03/2013;14:00;RdC champs libres, rdc retour;28
Rennes les champs libres;35238;23/03/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;159
